base_word,rhyme_candidate,score
gani,abradowani,0.85
gani,adiabatyczni,0.35
grani,uwsteczniani,0.9
grani,agrawowani,0.85
Hani,uwaleni,0.4
Hani,użyteczni,0.4
krtani,barbaryzowani,0.8
krtani,obojętnochłonni,0.3
lani,uczelniani,0.9
lani,wariometryczni,0.35
mani,łuskani,0.95
mani,upichceni,0.4
manii,eugenii,0.45
manii,christianii,0.95
pani,rozrani,0.95
pani,alotropijni,0.35
pchani,bezreligijni,0.35
pchani,śnieżni,0.5
rani,tropikalni,0.4
rani,gładzeni,0.45
sani,upublicznieni,0.35
sani,mierzeni,0.45
tani,upoetycznieni,0.3
tani,aktynometryczni,0.3
zgani,zmożeni,0.45
zgani,alternatywni,0.35
bezdrożami,akrylami,0.57
bezdrożami,cycowymi,0.5
emocjami,chamsami,0.53
emocjami,zabudowywaniami,0.43
jeziorami,rachanianami,0.53
jeziorami,flambirowanymi,0.4
neonami,barbetami,0.62
neonami,gurtami,0.57
pieronami,jajożyworodnymi,0.35
pieronami,pałączkami,0.58
przedmiotami,toksynami,0.57
przedmiotami,uzdatnialniami,0.52
wieczorami,łaniami,0.52
wieczorami,lureksowymi,0.45
wieżowcami,corannymi,0.5
wieżowcami,kropami,0.52
istotami,golińskimi,0.5
istotami,jankeskami,0.58
milionami,grabulami,0.58
milionami,tersytesami,0.53
półbogami,ultraczułymi,0.45
półbogami,maronami,0.58
wywodami,akantellami,0.55
wywodami,warsztatowcami,0.55
tygodniami,dafniami,0.66
tygodniami,bodiakami,0.57
kolorami,chałacikami,0.55
kolorami,bujnościami,0.6
koronami,pałętającymi,0.4
koronami,reambulacjami,0.5
ogonami,akcesyjnymi,0.45
ogonami,anorgazmiami,0.55
ogrodami,globulinowymi,0.4
ogrodami,mleczami,0.53
osobami,rozindyczeniami,0.5
osobami,cwaniochami,0.6
ostrogami,inwertazami,0.52
ostrogami,madrygałowymi,0.4
owocami,bolometrami,0.55
owocami,anuriami,0.6
bzem,madrasem,0.9
bzem,importerem,0.85
dnem,bareżem,0.9
dnem,uczestnictwem,0.85
dniem,dwóchsetleciem,0.85
dniem,gaceniem,0.9
drem,limbusem,0.9
drem,akcesem,0.9
dżdżem,taborem,0.9
dżdżem,gawroszem,0.9
em,bootem,0.9
em,lalkowcem,0.9
gdziem,ichnologiem,0.85
gdziem,zabluzganiem,0.85
gem,czynszem,0.95
gem,cortlandem,0.9
jem,anaerobiontem,0.75
jem,ceremoniałem,0.8
klem,coachem,0.9
klem,torbanitem,0.85
krem,arbuziarzem,0.85
krem,faxem,0.95
Lem,imaginowałem,0.75
Lem,interesem,0.85
lnem,łoiłem,0.9
lnem,obgotowywałem,0.75
lwem,integratyzmem,0.8
lwem,uprzykrzałem,0.85
mchem,grylażem,0.9
mchem,sfotografowałem,0.75
niem,naborykaniem,0.8
niem,uściśnieniem,0.85
pniem,tarnikowaniem,0.8
pniem,frajerowaniem,0.8
psem,panegiryzowałem,0.7
psem,strumieniolotem,0.8
snem,rozkopem,0.9
snem,świntuszyłem,0.85
staraniom,pałaniom,0.75
staraniom,chrząknięciom,0.5
pijakom,gubiniankom,0.57
pijakom,aerolitom,0.4
pisarzom,malborczanom,0.45
pisarzom,wotom,0.45
nędzarzom,trzychodówkom,0.45
nędzarzom,bezwodnikom,0.45
biedakom,automobilom,0.4
biedakom,zondom,0.45
cielakom,tajężom,0.5
cielakom,kalecianom,0.45
dzieciakom,askarysom,0.45
dzieciakom,hutnictwom,0.5
lekarzom,tubokurarynom,0.35
lekarzom,łuparkom,0.5
przemianom,rydzykom,0.5
przemianom,cyrkumfleksom,0.45
burakom,memoralistom,0.4
burakom,datacjom,0.5
mularzom,trzebieżom,0.5
mularzom,trakom,0.45
murarzom,węgierszczyznom,0.45
murarzom,tygielkom,0.5
uczniakom,łabiszyniankom,0.47
uczniakom,aerosiewom,0.4
uświadom,telemarketom,0.4
uświadom,uroporfirynom,0.35
uwiadom,heterodoksjom,0.4
uwiadom,bądkowianom,0.45
zwyczajom,libertacjom,0.55
zwyczajom,elkaemom,0.45
rybakom,aerodynamikom,0.42
rybakom,asesorstwom,0.45
lokajom,eksploracjom,0.57
lokajom,medalom,0.5
dworzanom,dziurom,0.45
dworzanom,tonariusom,0.45
kornakom,tartinkom,0.6
kornakom,tetrylitom,0.45
alkowy,sagowy,0.62
alkowy,możliwy,0.5
bankowy,bobrowy,0.62
bankowy,obudowy,0.57
basowy,trzyszpaltowy,0.62
basowy,bogatobiałkowy,0.52
czasowy,uprzejmościowy,0.57
czasowy,klikowy,0.67
frachtowy,cynfoliowy,0.57
frachtowy,gankowy,0.62
galowy,epokowy,0.62
galowy,czernidłowy,0.62
gazowy,żywnościowy,0.62
gazowy,lotniskowy,0.62
kaflowy,inicjałowy,0.53
kaflowy,ramieniopławy,0.4
kartowy,miejscówkowy,0.57
kartowy,mitrowy,0.62
klasowy,tripletowy,0.62
klasowy,kaczeńcowy,0.62
kwiatowy,gazożarowy,0.53
kwiatowy,dwusuwy,0.5
marcowy,ulgowy,0.62
marcowy,malwy,0.45
marsowy,trawy,0.45
marsowy,jednotomowy,0.53
marszowy,binokularowy,0.45
marszowy,agregatowy,0.5
masowy,udojowy,0.62
masowy,trzyosiowy,0.62
matowy,cewiopławy,0.45
matowy,jednołamowy,0.57
miarowy,jednopłatowy,0.53
miarowy,jednofajerkowy,0.47
miastowy,bronchitowy,0.65
miastowy,chutorowy,0.55
namowy,triathlonowy,0.62
namowy,antranoidowy,0.52
państwowy,jednopołaciowy,0.43
państwowy,luteotropowy,0.43
aromatu,śniotu,0.4
aromatu,hostu,0.4
pracowaniu,ulataniu,0.6
pracowaniu,inkomodowaniu,0.7
ratowaniu,uszczelnianiu,0.6
ratowaniu,samookaleczeniu,0.35
smarowaniu,deptaniu,0.55
smarowaniu,mieceniu,0.45
sprawozdaniu,infiltrowaniu,0.53
sprawozdaniu,lituanizowaniu,0.43
stratowaniu,bluzganiu,0.55
stratowaniu,debetowaniu,0.85
szwargotaniu,ubóstwieniu,0.5
szwargotaniu,tyraniu,0.53
wpakowaniu,jonizowaniu,0.75
wpakowaniu,dekodyfikowaniu,0.75
zachowaniu,katapultowaniu,0.7
zachowaniu,brdysaniu,0.55
zapoznaniu,ganianiu,0.53
zapoznaniu,zabajtlowaniu,0.53
zatroskaniu,samospawaniu,0.52
zatroskaniu,trawestowaniu,0.52
zwariowaniu,zabałamuceniu,0.4
zwariowaniu,cukrowaceniu,0.45
drogowskazu,wyłazu,0.52
drogowskazu,marszu,0.4
fonogramu,józefinizmu,0.45
fonogramu,ekspansyjnemu,0.45
gospodarzu,minomiotaczu,0.45
gospodarzu,namazu,0.45
chorowaniu,udźwięcznianiu,0.6
chorowaniu,łożyskowaniu,0.75
dokonaniu,urządowieniu,0.45
dokonaniu,fasowaniu,0.6
glosowaniu,chmielowaniu,0.8
glosowaniu,nabżdżeniu,0.45
obcowaniu,upaćkaniu,0.58
obcowaniu,czepianiu,0.53
pokonaniu,gromadzeniu,0.5
pokonaniu,targaniu,0.55
brzmią,okarmią,0.9
brzmią,odymią,0.9
chcą,udepcą,0.9
chcą,żebrującą,0.85
czcią,hermetycznością,0.8
czcią,grzesznością,0.9
czczą,wasalczą,0.9
czczą,łajzą,0.95
drą,ambrazurą,0.85
drą,oborą,0.9
drgną,udźwiękawianą,0.8
drgną,wpajaną,0.9
drwią,sowią,0.95
drwią,obłowią,0.9
drżą,bliżą,0.95
drżą,obrażą,0.9
grą,naprą,0.95
grą,mitrą,0.95
grzmią,paremią,0.9
grzmią,heteronomią,0.8
ją,typologizują,0.75
ją,otupują,0.85
klną,archeozoiczną,0.75
klną,międzydrzewną,0.85
kpią,limoterapią,0.8
kpią,hematoskopią,0.8
krwią,karwią,0.95
krwią,krwawią,0.95
lgną,okoconą,0.85
lgną,impasowaną,0.8
lśnią,uwielokrotnią,0.8
lśnią,uatrakcyjnią,0.8
lwią,bolszewią,0.9
lwią,cewią,0.95
lżą,dłużą,0.95
lżą,poważą,0.9
mdłą,zastałą,0.9
mdłą,zeschłą,0.95
wielokroć,poknoć,0.45
wielokroć,pobodź,0.45
podobnoć,smrodź,0.4
podobnoć,odgrodź,0.45
dobroć,obchodź,0.5
dobroć,pobodź,0.5
stokroć,boć,0.45
stokroć,koć,0.45
ponoć,tysiąckroć,0.45
ponoć,rozsłoć,0.5
boć,toć,1.0
boć,choć,1.0
choć,rozgrodź,0.95
choć,złoć,1.0
kroć,dochodź,0.95
kroć,pobodź,0.95
toć,grzmoć,1.0
toć,osieroć,0.9
częściowo,zmowo,0.55
częściowo,choinkowo,0.55
dręczono,ekspandowano,0.4
dręczono,fitolizyno,0.4
głęboko,kluczko,0.45
głęboko,chudziusieńko,0.45
pędzono,uhonorowywano,0.3
pędzono,lakowano,0.45
pięcioro,alankaro,0.45
pięcioro,agoro,0.6
spędzono,jazzowano,0.45
spędzono,utemperowano,0.35
szczędzono,fotomontowano,0.35
szczędzono,brzdąkano,0.5
więziono,uwspółrzędniono,0.6
więziono,działano,0.5
wręczono,warczano,0.5
wręczono,centrowano,0.45
księgowość,emisyjność,0.45
księgowość,enklityczność,0.45
chciej,ignoranckiej,0.85
chciej,brzeszczańskiej,0.9
chlej,koszmarniejszej,0.85
chlej,uchlej,0.95
chwiej,toksyczniej,0.9
chwiej,fundatorskiej,0.85
czczej,akwafortowej,0.8
czczej,dansowej,0.9
dej,bezszumowej,0.85
dej,maretermicznej,0.8
ej,herbowej,0.9
ej,czteroliterowej,0.75
gej,trajkotliwej,0.85
gej,ludowładnej,0.85
grzej,ułagadzającej,0.75
grzej,zaambarasowanej,0.7
hej,czarnoskórej,0.85
hej,antymonowej,0.8
jej,banalizującej,0.75
jej,obdziabywanej,0.8
klej,lornetującej,0.8
klej,bławatkowej,0.85
kniej,chęcińskiej,0.9
kniej,charkotliwiej,0.85
lej,cyganionej,0.85
lej,analfabetycznej,0.75
lwiej,samborskiej,0.9
lwiej,typerskiej,0.9
lżej,arbuzowatej,0.8
lżej,flaszowcowatej,0.8
mej,uwodzącej,0.85
mej,żagielkowej,0.85
miej,siemiątkowskiej,0.85
miej,waszyngtońskiej,0.85
mniej,babiej,0.95
mniej,bliskiej,0.95
niej,deweloperskiej,0.8
niej,tosowskiej,0.9
piej,licencjackiej,0.85
piej,taborskiej,0.9
detalami,trwałymi,0.45
detalami,samokasowaniami,0.45
dzieciakami,rutynami,0.57
dzieciakami,ramnozami,0.57
Bliźniakami,uszczypanymi,0.45
Bliźniakami,kataryniarzami,0.47
pisarzami,gdańskimi,0.45
pisarzami,wakansami,0.58
słuchawkami,metaforystkami,0.57
słuchawkami,cotangensami,0.53
dukatami,obczęstowanymi,0.4
dukatami,harfowymi,0.5
szuwarami,arabeskami,0.55
szuwarami,apodyktycznymi,0.4
brylantami,ewaporografami,0.43
brylantami,megagwiazdami,0.53
cyganami,samotniami,0.6
cyganami,falcowaniami,0.55
cykadami,buttonami,0.6
cykadami,barrelami,0.6
dywanami,bezplanowymi,0.45
dywanami,druczkowaniami,0.55
tytanami,odsalutowaniami,0.45
tytanami,kajenkami,0.6
wymiarami,kabrioletami,0.53
wymiarami,akumulacjami,0.48
wyrazami,klarnecistkami,0.55
wyrazami,huczniejszymi,0.5
pytaniami,istmusami,0.58
pytaniami,kaktusowymi,0.45
sympatiami,rozmieniającymi,0.4
sympatiami,lautalami,0.57
zwyczajami,dydymami,0.58
zwyczajami,hieratyzującymi,0.35
fontannami,ukoronowaniami,0.42
fontannami,hotelowcami,0.52
gromadami,modrzejącymi,0.45
gromadami,żółtakami,0.6
notatkami,ikosaedrami,0.48
notatkami,terytorialnymi,0.4
my,ścieśniłybyśmy,0.8
my,utorujmy,0.85
by,nablagowałby,0.8
by,forowałoby,0.8
bzy,mitozy,0.9
bzy,ołtarzy,0.9
cny,cynchoniny,0.85
cny,umilany,0.85
cy,lampiarscy,0.9
cy,nużący,0.9
czczy,cywilizatorzy,0.75
czczy,gęstszy,0.95
czy,czajczy,0.95
czy,spęczy,0.95
ćmy,dosmażmy,0.9
ćmy,łysnęlibyśmy,0.8
drzy,gwiazdoszy,0.9
drzy,usławszy,0.9
drży,repesaży,0.85
drży,arymaży,0.85
dy,rozchody,0.9
dy,intifady,0.85
fly,smiley,0.9
fly,harley,0.9
gdy,aminosacharydy,0.7
gdy,smurdy,0.95
gry,kolury,0.9
gry,rajtary,0.9
gzy,fotopowielaczy,0.75
gzy,leserzy,0.9
kry,mandory,0.9
kry,hemometry,0.85
krzty,fanerofity,0.8
krzty,antyoksydanty,0.75
lny,mistycyzowany,0.75
lny,zabrzękany,0.85
lwy,majorowy,0.85
lwy,gronodrzewy,0.85
lży,furaży,0.9
lży,potaży,0.9
czyż,zgońmyż,0.95
czyż,zabłoćmyż,0.9
gdyż,wróćmyż,0.95
gdyż,wiceprezesujmyż,0.75
krzyż,uważajmyż,0.85
krzyż,elektryfikujmyż,0.75
wzwyż,ukrzywdzajmyż,0.85
wzwyż,naborykajmyż,0.8
przysięgliśmy,anagramujemy,0.4
przysięgliśmy,dążyliśmy,0.69
wybrnęliśmy,członkowałyśmy,0.51
wybrnęliśmy,żłobilibyśmy,0.51
wsunęliśmy,dostudziłybyśmy,0.48
wsunęliśmy,skorumpowaliśmy,0.65
nieszczęśliwszy,gośćcotwórczy,0.5
nieszczęśliwszy,czawyczy,0.45
przepędziwszy,luźniejszy,0.51
przepędziwszy,antyperzy,0.5
zerknęliśmy,markierujemy,0.45
zerknęliśmy,monochromatyzmy,0.4
zetknęliśmy,obrysowałybyśmy,0.41
zetknęliśmy,domurowalibyśmy,0.41
minęliśmy,czerwieniłyśmy,0.53
minęliśmy,ciachalibyśmy,0.53
najszczęśliwszy,hemodializy,0.45
najszczęśliwszy,umiliwszy,0.67
zabrnęliśmy,imitujmy,0.5
zabrnęliśmy,chomikowałyśmy,0.46
zaczęliśmy,immatrykulujmy,0.4
zaczęliśmy,tarzajmy,0.45
zamknęliśmy,cynowaliśmy,0.64
zamknęliśmy,rzezajmy,0.45
najszczęśliwszym,chcącym,0.4
najszczęśliwszym,grupowałabym,0.45
urzędnicy,żalący,0.45
urzędnicy,miniaturyzujący,0.35
cielęciny,alograficzny,0.45
cielęciny,santony,0.45
nieszczęśliwy,histydynowy,0.45
nieszczęśliwy,brokułowy,0.5
dyskursie,raptusie,0.5
dyskursie,zassie,0.45
dyżurce,śmieszące,0.5
dyżurce,alemance,0.45
przytulne,eschatologiczne,0.35
przytulne,siedmiogodzinne,0.4
wypukle,czupiradle,0.45
wypukle,bromofenole,0.4
wypuśćcie,falcowałybyście,0.35
wypuśćcie,elaboracie,0.4
kryjówce,bajczące,0.5
kryjówce,kobijce,0.5
czyściutkie,tumskie,0.45
czyściutkie,biedniusieńkie,0.45
dyskusje,odje,0.45
dyskusje,machinacje,0.45
przykrótkie,magnetyzerskie,0.4
przykrótkie,gorzeńskie,0.5
przytulnie,śniadalnie,0.62
przytulnie,legitymowanie,0.35
wybuchnie,zaambarasowanie,0.3
wybuchnie,tytularnie,0.45
wytwórnie,fryganie,0.5
wytwórnie,karburyzowanie,0.35
dyżurze,machzorze,0.62
dyżurze,eyelinerze,0.47
fryzurze,torze,0.57
fryzurze,piesze,0.45
Chrystusie,trasie,0.45
Chrystusie,jaspisie,0.5
cytuje,udekoruje,0.57
cytuje,dekoduje,0.62
czytuje,palcuje,0.67
czytuje,denitryfikacje,0.35
dryfuje,degraduje,0.62
dryfuje,zaaferuje,0.57
dyktuje,termoablacje,0.4
dyktuje,uniformizuje,0.47
dyspucie,multiplikujecie,0.35
dyspucie,racjonowaliście,0.35
ni,ugruntowywani,0.75
ni,usypiani,0.85
brwi,ringowi,0.9
brwi,kagańcowi,0.85
brzmi,antyaborcyjnymi,0.7
brzmi,greckimi,0.9
bździ,pegazi,0.9
bździ,spadzi,0.95
ci,zacności,0.9
ci,dupci,0.95
cni,dedukcyjni,0.85
cni,tendencyjni,0.85
czci,lingwiści,0.9
czci,definitywności,0.75
ćmi,transumowanymi,0.75
ćmi,glinowcami,0.85
di,mahdi,0.95
di,efendi,0.9
dni,majeutyczni,0.85
dni,upadlani,0.85
drwi,chlebaczkowi,0.85
drwi,żarnikowi,0.85
drzwi,ikonoklazmowi,0.75
drzwi,dekortowi,0.85
grzmi,wartymi,0.9
grzmi,hylobiologiami,0.75
hi,bushi,0.95
hi,fengshui,0.9
ki,biseksualistki,0.75
ki,figliki,0.9
kpi,czepi,0.95
kpi,ścierpi,0.95
krwi,ilorazowi,0.8
krwi,bujnokwiatowi,0.8
li,upubliczniali,0.8
li,dezinformowali,0.75
lśni,czterogodzinni,0.8
lśni,kapitałochłonni,0.75
hazardem,inkrustatorem,0.4
hazardem,hirsutyzmem,0.45
najazdem,tryptanem,0.5
najazdem,ceremoniałem,0.4
szmaragdem,tylakoidem,0.5
szmaragdem,genetivem,0.45
bagażem,fliglem,0.45
bagażem,futrzarzem,0.5
balsamem,metaldehydem,0.4
balsamem,kamieniołomem,0.5
bananem,górołazem,0.45
bananem,fiknąłem,0.5
barmanem,tioeterem,0.45
barmanem,upostaciowałem,0.35
czakanem,adornowałem,0.4
czakanem,uświetniałem,0.45
dramatem,żywcem,0.45
dramatem,igłofiltrem,0.45
garażem,wynosem,0.5
garażem,ascetyzmem,0.45
granatem,kalwarianinem,0.4
granatem,biłem,0.45
handlarzem,newsem,0.45
handlarzem,cyrklem,0.45
kapralem,żeliwem,0.5
kapralem,bałabuchem,0.45
katarem,furiatem,0.5
katarem,testerem,0.62
kramarzem,feldfeblem,0.5
kramarzem,będzinianinem,0.4
magnatem,inoceramem,0.4
magnatem,akapitem,0.55
parkanem,eskonterem,0.45
parkanem,jednogarbem,0.45
szampanem,furgonem,0.6
szampanem,sparafrazowałem,0.35
szatanem,gerontem,0.5
szatanem,motocrossowcem,0.4
tapczanem,ambasadorowałem,0.3
tapczanem,gonem,0.53
by,czerpałaby,0.85
by,karbonylowałby,0.75
bzy,zasyczy,0.9
bzy,rozjuszy,0.9
cny,szesnastokrotny,0.8
cny,kęciany,0.9
cy,palikirscy,0.85
cy,filiponowscy,0.8
czczy,zasuszy,0.9
czczy,odłączy,0.9
czy,liryczniejszy,0.85
czy,chalazy,0.9
ćmy,łżemy,0.95
ćmy,dogorywałybyśmy,0.7
drzy,filolodzy,0.85
drzy,dekatyzy,0.85
drży,maneży,0.9
drży,zamruży,0.9
dy,grandy,0.95
dy,jardy,0.95
fly,moly,0.95
fly,harley,0.9
gdy,krzywdy,0.95
gdy,posady,0.9
gry,raubrittery,0.85
gry,cykory,0.9
gzy,kończy,0.95
gzy,bezczelniejszy,0.85
kry,szmery,0.95
kry,fakiry,0.9
krzty,zzuty,0.95
krzty,lazulity,0.85
lny,neony,0.9
lny,ksylometrowany,0.75
lwy,landszaftowy,0.85
lwy,trójcierniowy,0.85
lży,drży,1.0
lży,ciąży,0.95
mchy,piąchy,0.95
mchy,egzarchy,0.9
bohemy,sarkazmy,0.5
bohemy,wysypmy,0.5
dojdziemy,obcowaliśmy,0.4
dojdziemy,usposobiłyśmy,0.35
dotrzemy,zabieliłybyśmy,0.35
dotrzemy,skrzyknęłybyśmy,0.4
problemy,hycaliśmy,0.45
problemy,skalibrowaliśmy,0.35
cofniemy,obatożyłyśmy,0.35
cofniemy,uszarpałybyśmy,0.35
dotkniemy,fruwamy,0.5
dotkniemy,bomblowałybyśmy,0.35
dowiemy,fuknęliśmy,0.45
dowiemy,angażujmy,0.45
dożniemy,obdarowywaliśmy,0.3
dożniemy,dolecimy,0.45
kopiemy,mantrowałyśmy,0.4
kopiemy,rozwiązywaliśmy,0.35
pojemy,kadziujemy,0.78
pojemy,oprogramowujemy,0.63
pomniemy,upiększałyśmy,0.4
pomniemy,ususzylibyśmy,0.35
powiemy,zabłyszczałyśmy,0.4
powiemy,umarliśmy,0.45
spoczniemy,rozpląsałybyśmy,0.35
spoczniemy,bojowałyśmy,0.4
toniemy,trałowaliśmy,0.4
toniemy,użyźnialiśmy,0.4
zowiemy,żebrzemy,0.62
zowiemy,żmijmy,0.45
odjedźmy,koncesjonujemy,0.35
odjedźmy,chlubmy,0.45
pocieszmy,telekopiujmy,0.4
pocieszmy,zabalsamujmy,0.4
podnieśmy,jonogramy,0.45
podnieśmy,fazogramy,0.45
pojedzmy,ulękliśmy,0.45
pojedzmy,konwertowałyśmy,0.35
pojedźmy,urywałybyśmy,0.35
pojedźmy,bijałybyśmy,0.4
horyzontem,uwłaszczałem,0.5
horyzontem,dzwońcem,0.4
pocztylionem,manuałem,0.5
pocztylionem,chlaczem,0.4
Berdyczowem,bazgrałem,0.45
Berdyczowem,palowcem,0.45
Endymionem,budżetowałem,0.4
Endymionem,troskałem,0.5
epilogiem,uniezwyklaniem,0.45
epilogiem,mentorowaniem,0.45
zawodowcem,umbem,0.4
zawodowcem,burmistrzem,0.45
gestapowcem,głowaczem,0.45
gestapowcem,omłotem,0.45
paradoksem,wozem,0.4
paradoksem,glonojadem,0.5
kalafiorkiem,hydrobiologiem,0.45
kalafiorkiem,brzęknięciem,0.45
autorem,objazdem,0.5
autorem,łęcznianinem,0.45
papierosem,fermentografem,0.45
papierosem,rozkułem,0.45
profesorem,rozczmuchiwałem,0.45
profesorem,kurosem,0.45
telefonem,trójzielem,0.45
telefonem,uargumentowałem,0.35
epizodem,linozwijaczem,0.45
epizodem,transuranem,0.5
helikonem,gleczerem,0.45
helikonem,firmanem,0.53
monitorem,zabawkarzem,0.5
monitorem,filmistorem,0.75
prowizorem,irydem,0.45
prowizorem,tyrkotałem,0.5
wellingtonem,rewolucjonizmem,0.4
wellingtonem,fluorenem,0.56
alkoholem,ganaszowałem,0.45
alkoholem,mydłodrzewem,0.5
astronomem,degenerowałem,0.4
astronomem,blenderem,0.45
energią,herpetologią,0.4
energią,ichtiologią,0.45
esencją,akomodacją,0.5
esencją,afrykatyzacją,0.45
herezją,dokrają,0.5
herezją,eskalują,0.45
pretensją,emerytują,0.4
pretensją,innerwacją,0.45
Wenecją,okuwają,0.45
Wenecją,uzbrajają,0.45
ciemnieją,bazują,0.5
ciemnieją,falsetują,0.45
bezbrzeżną,trójkośną,0.5
bezbrzeżną,bezcielesną,0.45
bezdenną,wyznaną,0.5
bezdenną,higrofilną,0.45
bezecną,rzucaną,0.5
bezecną,deontologiczną,0.35
bezkresną,międzyziemną,0.45
bezkresną,faradyczną,0.45
bezpieczną,ogólnobudowlaną,0.3
bezpieczną,transseksualną,0.4
brzemienną,upodloną,0.45
brzemienną,plasną,0.45
cerkiewną,handikapowaną,0.35
cerkiewną,układną,0.5
ciemniejszą,dyszą,0.51
ciemniejszą,akuratniejszą,0.71
czerwieńszą,kułaczą,0.5
czerwieńszą,naręczą,0.5
jesienną,herpetologiczną,0.35
jesienną,inkretyczną,0.45
legendą,nagrodą,0.5
legendą,zwiezdą,0.45
niebieską,bialutką,0.5
niebieską,topolką,0.5
niedzielną,alterowaną,0.4
niedzielną,błękitnozieloną,0.35
niejedną,rzuconą,0.5
niejedną,trychiną,0.5
mieszkałbym,adamowym,0.45
mieszkałbym,obabiłbym,0.57
siedziałbym,pagórzystym,0.45
siedziałbym,rdzawozłotym,0.45
wiedziałbym,siedmiowersowym,0.4
wiedziałbym,ultrafioletowym,0.35
szedłbym,mdłozielonym,0.4
szedłbym,ufamilijnianym,0.3
jeślibym,archimedesowym,0.35
jeślibym,nadbudowałbym,0.5
bałbym,blatnym,0.5
bałbym,ściosałbym,0.95
chciałbym,grudowatym,0.4
chciałbym,liftowanym,0.4
dałbym,uodparniałbym,0.85
dałbym,uroniłbym,0.73
stałbym,fermentacyjnym,0.35
stałbym,maryjnym,0.45
miałbym,doregulowałbym,0.68
miałbym,hydrochinonowym,0.3
śmiałbym,interwizyjnym,0.35
śmiałbym,bluszczowym,0.45
bym,zadym,0.95
bym,obieganym,0.85
cnym,lalkowatym,0.85
cnym,aldozowym,0.85
cym,tupocącym,0.85
cym,deskryptorowym,0.8
czczym,trzyklapowym,0.85
czczym,egzorcyzmującym,0.75
czym,trashmetalowym,0.8
czym,lazurującym,0.8
dym,dyskowym,0.9
dym,reasekurowanym,0.7
gdym,homeotermicznym,0.75
gdym,rachowałbym,0.85
Krym,blagowałbym,0.85
Krym,lobowanym,0.85
mym,wazowym,0.9
mym,ugłaskującym,0.8
aktywna,tetryczna,0.5
aktywna,akuszeryjna,0.4
artysta,gołoziarnista,0.5
artysta,ententa,0.5
artystka,rylska,0.45
artystka,tarasika,0.45
fabryczka,demotyka,0.45
fabryczka,ciekawostka,0.45
faszysta,indolenta,0.45
faszysta,asceta,0.5
klasyczna,małopłocczanina,0.35
klasyczna,biosyntetyczna,0.7
maryśka,kunicka,0.5
maryśka,fatimczyka,0.45
maszynka,goszystowska,0.45
maszynka,czerwononóżka,0.4
najbrzydsza,łamliwsza,0.56
najbrzydsza,wykurza,0.5
sadysta,laburzysta,0.7
sadysta,naciągnięta,0.45
starszyzna,dezyntegrowana,0.35
starszyzna,uzbierana,0.45
statysta,malpigiowata,0.4
statysta,panięta,0.5
stażysta,ekronita,0.45
stażysta,opita,0.5
twarzyczka,graniatka,0.5
twarzyczka,adriatycka,0.45
tradycja,dywizja,0.5
tradycja,wywija,0.5
zasypia,magnetoterapia,0.35
zasypia,filantropia,0.45
Afryka,chemotronika,0.35
Afryka,alkajska,0.45
bandyta,salaszysta,0.45
bandyta,pałaszowata,0.4
fabryka,chojniaka,0.5
fabryka,bangijka,0.5
kantyna,wysiana,0.5
kantyna,żeliwna,0.5
mu,azylowemu,0.8
mu,hurtującemu,0.8
bu,powabu,0.9
bu,iterbu,0.9
bzu,narzazu,0.9
bzu,topiaczu,0.9
chrztu,lazurytu,0.85
chrztu,lekytu,0.9
dniu,aklimatyzowaniu,0.7
dniu,nachachmęceniu,0.8
dnu,turonu,0.9
dnu,borazonu,0.85
du,zarodu,0.9
du,salicylamidu,0.75
dwu,innowierstwu,0.85
dwu,fermerstwu,0.9
dżdżu,śliżu,0.95
dżdżu,arbitrażu,0.85
fu,integrografu,0.8
fu,telefonografu,0.75
hu,piachu,0.95
hu,pechu,0.95
ku,byczyńsku,0.9
ku,mendyku,0.9
lnu,ekscytonu,0.85
lnu,hoganu,0.9
lu,kamelu,0.9
lu,kłusolu,0.9
lwu,leiwu,0.9
lwu,wazeliniarstwu,0.8
mchu,fellachu,0.9
mchu,czuchu,0.95
mru,klaru,0.95
mru,czaharu,0.9
nu,trójazotanu,0.8
nu,bekonu,0.9
pfu,kardiotokografu,0.75
pfu,limnografu,0.85
adeptki,mandatariuszki,0.4
adeptki,ramki,0.45
czapeczki,automaciki,0.4
czapeczki,dekawki,0.5
diabelski,fujareczki,0.45
diabelski,pampeluński,0.53
dziateczki,elfki,0.45
dziateczki,usterki,0.5
flaszeczki,tumanki,0.5
flaszeczki,wykopki,0.5
gangsterski,jarmarki,0.5
gangsterski,ogonki,0.5
gwiazdeczki,ramotki,0.5
gwiazdeczki,hindukuski,0.45
kafejki,dąbrówki,0.5
kafejki,kibelki,0.5
kalecki,filosemitki,0.4
kalecki,garbuski,0.5
karetki,wartkowicki,0.45
karetki,salzburki,0.5
karteczki,kontrabasistki,0.4
karteczki,esperancki,0.45
kasjerki,ceiki,0.5
kasjerki,radiobudziki,0.4
klamerki,grabowiecki,0.45
klamerki,arietki,0.5
majteczki,bramkarki,0.5
majteczki,lubichowski,0.45
maleńki,inkunabulistyki,0.3
maleńki,chałupniczki,0.45
marchewki,tonkiński,0.5
marchewki,uniwersalistki,0.35
mateczki,jaworski,0.5
mateczki,borujski,0.5
pacjentki,lekkoatletyki,0.35
pacjentki,mruczki,0.45
paseczki,fabiański,0.5
paseczki,litrówki,0.5
pasterski,czeczotki,0.5
pasterski,ratlerki,0.5
